	motifs_int	motifs_str	ISP_k	ISP_M	ISP_f	ISP_t	ISP_T	ISP_indice	MODYCO_k	MODYCO_M	MODYCO_f	MODYCO_t	MODYCO_T	MODYCO_indice
{3} {18} {5,24} {3,5}	[{3}, {18}, {24, 5}, {3, 5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing}	346.0	308.0	788	875	2236	3.5536582321640164	442.0	480.0	788	1361	2236	-3.4100498437721196
{5} {3,5} {18} {5}	[{5}, {3, 5}, {18}, {5}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	346.0	310.0	792	875	2236	3.324637206703384	446.0	482.0	792	1361	2236	-3.1864985573500584
{5} {18} {5} {5}	[{5}, {18}, {5}, {5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	451.0	387.0	988	875	2236	8.11363549646632	537.0	601.0	988	1361	2236	-7.8945306636126125
{17,18,730} {5,24} {5} {105}	[{17, 18, 730}, {24, 5}, {5}, {105}]	{lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_PUNCT}	258.0	101.0	258	875	2236	inf			258	1361	2236	
{18} {23,24,25,27} {3,4} {18}	[{18}, {24, 25, 27, 23}, {3, 4}, {18}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc} {pos_ADP}	258.0	101.0	258	875	2236	inf			258	1361	2236	
{4} {18} {5,24} {5}	[{4}, {18}, {24, 5}, {5}]	{feats_Gender=Masc} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	355.0	293.0	749	875	2236	8.23557419077916	394.0	456.0	749	1361	2236	-8.004797126514172
{5} {18} {5,24} {3,5}	[{5}, {18}, {24, 5}, {3, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing}	355.0	319.0	815	875	2236	3.293628875086638	460.0	496.0	815	1361	2236	-3.157019356369595
{3,5} {18} {5,24} {3,5}	[{3, 5}, {18}, {24, 5}, {3, 5}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing}	257.0	100.0	257	875	2236	inf			257	1361	2236	
{5} {3} {18} {24,27}	[{5}, {3}, {18}, {24, 27}]	{feats_Number=Sing} {pos_NOUN} {pos_ADP} {pos_DET,feats_PronType=Art}	257.0	100.0	257	875	2236	inf			257	1361	2236	
{17,18,728,730} {5,24} {5} {105}	[{728, 17, 18, 730}, {24, 5}, {5}, {105}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_PUNCT}	257.0	100.0	257	875	2236	inf			257	1361	2236	
{24} {3} {17,18} {5,24}	[{24}, {3}, {17, 18}, {24, 5}]	{pos_DET} {pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing,pos_DET}	257.0	100.0	257	875	2236	inf			257	1361	2236	
{24} {3} {17,18,728,730} {24}	[{24}, {3}, {728, 17, 18, 730}, {24}]	{pos_DET} {pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {pos_DET}	257.0	100.0	257	875	2236	inf			257	1361	2236	
{5,24} {5} {17,18,728,730} {5}	[{24, 5}, {5}, {728, 17, 18, 730}, {5}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing}	255.0	100.0	255	875	2236	inf			255	1361	2236	
{24} {3} {17,18} {5,24} {5}	[{24}, {3}, {17, 18}, {24, 5}, {5}]	{pos_DET} {pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	255.0	100.0	255	875	2236	inf			255	1361	2236	
{3} {18} {5} {3,5}	[{3}, {18}, {5}, {3, 5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing}	352.0	314.0	803	875	2236	3.549900459955802	451.0	489.0	803	1361	2236	-3.4069361231969335
{18} {24} {3} {18} {5}	[{18}, {24}, {3}, {18}, {5}]	{pos_ADP} {pos_DET} {pos_NOUN} {pos_ADP} {feats_Number=Sing}	352.0	287.0	733	875	2236	9.09700599853409	381.0	446.0	733	1361	2236	-8.851636103011348
{873,874,875,877} {17,18,728,730,878} {23,24,25,27,92,880,881} {92}	[{873, 874, 875, 877}, {878, 17, 18, 728, 730}, {880, 881, 23, 24, 25, 27, 92}, {92}]	{lemma_des,pos_des,feats_des,wp_▁des} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur,dep_les,wp_▁les} {feats_Number=Plur}	352.0	299.0	763	875	2236	6.342602186707394	411.0	464.0	763	1361	2236	-6.143124776692253
{4} {18} {24} {3}	[{4}, {18}, {24}, {3}]	{feats_Gender=Masc} {pos_ADP} {pos_DET} {pos_NOUN}	370.0	322.0	824	875	2236	5.0786120817949145	454.0	502.0	824	1361	2236	-4.9048218807831265
{3,26} {18} {24} {3}	[{26, 3}, {18}, {24}, {3}]	{pos_NOUN,feats_Gender=Fem} {pos_ADP} {pos_DET} {pos_NOUN}	273.0	107.0	273	875	2236	inf			273	1361	2236	
{4} {18} {23,24,25,27} {3}	[{4}, {18}, {24, 25, 27, 23}, {3}]	{feats_Gender=Masc} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	273.0	243.0	620	875	2236	2.8392911170350152	347.0	377.0	620	1361	2236	-2.7049465689816796
{5} {5} {17,18,728,730} {5}	[{5}, {5}, {728, 17, 18, 730}, {5}]	{feats_Number=Sing} {feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing}	298.0	117.0	298	875	2236	inf			298	1361	2236	
{5} {5} {18} {5,24,27}	[{5}, {5}, {18}, {24, 27, 5}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art}	298.0	250.0	640	875	2236	5.641943513819865	342.0	390.0	640	1361	2236	-5.446347958169442
{5,23,24,25,27} {5} {18} {5}	[{5, 23, 24, 25, 27}, {5}, {18}, {5}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	298.0	253.0	647	875	2236	5.088412754102603	349.0	394.0	647	1361	2236	-4.904179337560959
{23,24,25,27} {3} {18} {5} {5}	[{24, 25, 27, 23}, {3}, {18}, {5}, {5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	298.0	117.0	298	875	2236	inf			298	1361	2236	
{3} {18} {5,24,27} {5}	[{3}, {18}, {24, 27, 5}, {5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	395.0	331.0	845	875	2236	8.422859826859762	450.0	514.0	845	1361	2236	-8.195005918407377
{4} {18} {5} {5}	[{4}, {18}, {5}, {5}]	{feats_Gender=Masc} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	388.0	326.0	832	875	2236	8.030829320854668	444.0	506.0	832	1361	2236	-7.807935823486246
{3} {18} {5,23,24,25,27} {5}	[{3}, {18}, {5, 23, 24, 25, 27}, {5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	359.0	295.0	755	875	2236	8.5960090858297	396.0	460.0	755	1361	2236	-8.360219999876072
{5} {4} {18} {5}	[{5}, {4}, {18}, {5}]	{feats_Number=Sing} {feats_Gender=Masc} {pos_ADP} {feats_Number=Sing}	285.0	111.0	285	875	2236	inf			285	1361	2236	
{18} {24} {3} {105}	[{18}, {24}, {3}, {105}]	{pos_ADP} {pos_DET} {pos_NOUN} {pos_PUNCT}	382.0	319.0	816	875	2236	8.143959429784553	434.0	497.0	816	1361	2236	-7.918638589002673
{5} {5} {18} {5}	[{5}, {5}, {18}, {5}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	425.0	378.0	965	875	2236	4.844529323990774	540.0	587.0	965	1361	2236	-4.6790826791255355
{18} {24,27} {3} {18}	[{18}, {24, 27}, {3}, {18}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP}	425.0	344.0	880	875	2236	inf	455.0	536.0	880	1361	2236	-12.178714851814249
{3} {18} {23,24,25,27} {3,26}	[{3}, {18}, {24, 25, 27, 23}, {26, 3}]	{pos_NOUN} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem}	232.0	91.0	232	875	2236	inf			232	1361	2236	
{4} {18} {5} {26}	[{4}, {18}, {5}, {26}]	{feats_Gender=Masc} {pos_ADP} {feats_Number=Sing} {feats_Gender=Fem}	232.0	91.0	232	875	2236	inf			232	1361	2236	
{5} {18} {5,24,27} {3,5,26}	[{5}, {18}, {24, 27, 5}, {26, 3, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	232.0	91.0	232	875	2236	inf			232	1361	2236	
{5} {18} {5,26} {5}	[{5}, {18}, {26, 5}, {5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing}	232.0	91.0	232	875	2236	inf			232	1361	2236	
{5} {18} {23,24,25,27} {3,26}	[{5}, {18}, {24, 25, 27, 23}, {26, 3}]	{feats_Number=Sing} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem}	232.0	91.0	232	875	2236	inf			232	1361	2236	
{18} {5} {3,5} {17,18,728,730}	[{18}, {5}, {3, 5}, {728, 17, 18, 730}]	{pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de}	232.0	91.0	232	875	2236	inf			232	1361	2236	
{18} {5,24} {5} {17,18,728,730}	[{18}, {24, 5}, {5}, {728, 17, 18, 730}]	{pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de}	232.0	91.0	232	875	2236	inf			232	1361	2236	
{18} {23,24,25,27} {4} {105}	[{18}, {24, 25, 27, 23}, {4}, {105}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc} {pos_PUNCT}	232.0	91.0	232	875	2236	inf			232	1361	2236	
{23,24,25,27} {26} {18} {5}	[{24, 25, 27, 23}, {26}, {18}, {5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Fem} {pos_ADP} {feats_Number=Sing}	232.0	91.0	232	875	2236	inf			232	1361	2236	
{3} {18} {23,24,25,27} {3}	[{3}, {18}, {24, 25, 27, 23}, {3}]	{pos_NOUN} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	329.0	287.0	733	875	2236	4.3626736751782556	404.0	446.0	733	1361	2236	-4.1988937660476395
{18} {23,24,25,27} {3} {17,18}	[{18}, {24, 25, 27, 23}, {3}, {17, 18}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP}	329.0	129.0	329	875	2236	inf			329	1361	2236	
{18} {5,24} {5} {18}	[{18}, {24, 5}, {5}, {18}]	{pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_ADP}	338.0	288.0	735	875	2236	5.833690835403485	397.0	447.0	735	1361	2236	-5.6415035781747545
{18} {5,24,27} {3,5} {18}	[{18}, {24, 27, 5}, {3, 5}, {18}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {pos_ADP}	314.0	268.0	685	875	2236	5.162033824215363	371.0	417.0	685	1361	2236	-4.979173318615664
{92} {3} {18} {5}	[{92}, {3}, {18}, {5}]	{feats_Number=Plur} {pos_NOUN} {pos_ADP} {feats_Number=Sing}	314.0	123.0	314	875	2236	inf			314	1361	2236	
{3} {17,18} {5} {5}	[{3}, {17, 18}, {5}, {5}]	{pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	367.0	305.0	779	875	2236	8.165828765274595	412.0	474.0	779	1361	2236	-7.937954759554371
{5} {18} {5,24,27} {3,5}	[{5}, {18}, {24, 27, 5}, {3, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	324.0	296.0	757	875	2236	2.3103714374803657	433.0	461.0	757	1361	2236	-2.19723927376859
{18} {24} {3} {17,18,728,730}	[{18}, {24}, {3}, {728, 17, 18, 730}]	{pos_ADP} {pos_DET} {pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de}	324.0	127.0	324	875	2236	inf			324	1361	2236	
{3} {17,18,728,730} {5} {5}	[{3}, {728, 17, 18, 730}, {5}, {5}]	{pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing} {feats_Number=Sing}	332.0	270.0	689	875	2236	8.663715199779768	357.0	419.0	689	1361	2236	-8.421816868523997
{5} {3,5} {18} {24}	[{5}, {3, 5}, {18}, {24}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_DET}	308.0	120.0	308	875	2236	inf			308	1361	2236	
{3,4} {18} {5,24} {5}	[{3, 4}, {18}, {24, 5}, {5}]	{pos_NOUN,feats_Gender=Masc} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	264.0	103.0	264	875	2236	inf			264	1361	2236	
{4} {5} {18} {5}	[{4}, {5}, {18}, {5}]	{feats_Gender=Masc} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	264.0	103.0	264	875	2236	inf			264	1361	2236	
{5} {17,18,728,730} {5,24} {5}	[{5}, {728, 17, 18, 730}, {24, 5}, {5}]	{feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	264.0	103.0	264	875	2236	inf			264	1361	2236	
{92} {18} {5,24} {5}	[{92}, {18}, {24, 5}, {5}]	{feats_Number=Plur} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	264.0	103.0	264	875	2236	inf			264	1361	2236	
{18} {24,27} {3} {17,18}	[{18}, {24, 27}, {3}, {17, 18}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP}	361.0	286.0	730	875	2236	11.786593458104123	369.0	444.0	730	1361	2236	-11.528449446400362
{26} {18} {24} {3}	[{26}, {18}, {24}, {3}]	{feats_Gender=Fem} {pos_ADP} {pos_DET} {pos_NOUN}	361.0	323.0	826	875	2236	3.517783316311609	465.0	503.0	826	1361	2236	-3.3763382598513276
{18} {24} {3} {17,18} {5}	[{18}, {24}, {3}, {17, 18}, {5}]	{pos_ADP} {pos_DET} {pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing}	303.0	118.0	303	875	2236	inf			303	1361	2236	
{5,24} {3,5} {18} {24,27}	[{24, 5}, {3, 5}, {18}, {24, 27}]	{feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art}	233.0	91.0	233	875	2236	inf			233	1361	2236	
{5,26} {18} {5,24,27} {5}	[{26, 5}, {18}, {24, 27, 5}, {5}]	{feats_Number=Sing,feats_Gender=Fem} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	233.0	91.0	233	875	2236	inf			233	1361	2236	
{5,26} {18} {24,27} {3}	[{26, 5}, {18}, {24, 27}, {3}]	{feats_Number=Sing,feats_Gender=Fem} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	233.0	91.0	233	875	2236	inf			233	1361	2236	
{18} {5,24} {5} {18} {5}	[{18}, {24, 5}, {5}, {18}, {5}]	{pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	233.0	91.0	233	875	2236	inf			233	1361	2236	
{18} {23,24,25,27} {3} {18} {24}	[{18}, {24, 25, 27, 23}, {3}, {18}, {24}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {pos_DET}	233.0	91.0	233	875	2236	inf			233	1361	2236	
{18} {24,27} {3} {5}	[{18}, {24, 27}, {3}, {5}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN} {feats_Number=Sing}	233.0	91.0	233	875	2236	inf			233	1361	2236	
{18} {5} {3,5} {18}	[{18}, {5}, {3, 5}, {18}]	{pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP}	330.0	284.0	725	875	2236	5.0990945879677	395.0	441.0	725	1361	2236	-4.920039200346905
{18} {24} {3} {11}	[{18}, {24}, {3}, {11}]	{pos_ADP} {pos_DET} {pos_NOUN} {pos_ADJ}	330.0	301.0	770	875	2236	2.4027748593856306	440.0	469.0	770	1361	2236	-2.2874704617819663
{873,874,875,877} {17,18,728,730,878} {23,24,25,27,92,880,881} {3,92}	[{873, 874, 875, 877}, {878, 17, 18, 728, 730}, {880, 881, 23, 24, 25, 27, 92}, {3, 92}]	{lemma_des,pos_des,feats_des,wp_▁des} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur,dep_les,wp_▁les} {pos_NOUN,feats_Number=Plur}	330.0	279.0	712	875	2236	6.111978513549331	382.0	433.0	712	1361	2236	-5.913309089689743
{3} {873,874,875,877} {17,18,728,730,878} {23,24,25,27,92,880,881}	[{3}, {873, 874, 875, 877}, {878, 17, 18, 728, 730}, {880, 881, 23, 24, 25, 27, 92}]	{pos_NOUN} {lemma_des,pos_des,feats_des,wp_▁des} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur,dep_les,wp_▁les}	286.0	112.0	286	875	2236	inf			286	1361	2236	
{3} {18} {24,27} {3}	[{3}, {18}, {24, 27}, {3}]	{pos_NOUN} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	383.0	334.0	853	875	2236	5.31409897529894	470.0	519.0	853	1361	2236	-5.137002532925007
{18} {5,24} {3,5} {18}	[{18}, {24, 5}, {3, 5}, {18}]	{pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {pos_ADP}	325.0	281.0	718	875	2236	4.718280379459576	393.0	437.0	718	1361	2236	-4.546348493981863
{18} {24,27} {3} {17,18} {5}	[{18}, {24, 27}, {3}, {17, 18}, {5}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing}	278.0	109.0	278	875	2236	inf			278	1361	2236	
{26} {18} {5,23,24,25,27} {5}	[{26}, {18}, {5, 23, 24, 25, 27}, {5}]	{feats_Gender=Fem} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	278.0	109.0	278	875	2236	inf			278	1361	2236	
{3} {873,874,875,877} {17,18,728,730,878} {23,24,25,27,92,880,881} {92}	[{3}, {873, 874, 875, 877}, {878, 17, 18, 728, 730}, {880, 881, 23, 24, 25, 27, 92}, {92}]	{pos_NOUN} {lemma_des,pos_des,feats_des,wp_▁des} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur,dep_les,wp_▁les} {feats_Number=Plur}	284.0	111.0	284	875	2236	inf			284	1361	2236	
{5} {5} {17,18} {24}	[{5}, {5}, {17, 18}, {24}]	{feats_Number=Sing} {feats_Number=Sing} {lemma_de,pos_ADP} {pos_DET}	284.0	111.0	284	875	2236	inf			284	1361	2236	
{5} {5} {18} {26}	[{5}, {5}, {18}, {26}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Gender=Fem}	284.0	268.0	686	875	2236	1.1808401794903307	402.0	418.0	686	1361	2236	-1.1033846295558682
{5,24,27} {5} {17,18} {5}	[{24, 27, 5}, {5}, {17, 18}, {5}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing}	284.0	111.0	284	875	2236	inf			284	1361	2236	
{17,18} {5} {5} {105}	[{17, 18}, {5}, {5}, {105}]	{lemma_de,pos_ADP} {feats_Number=Sing} {feats_Number=Sing} {pos_PUNCT}	284.0	111.0	284	875	2236	inf			284	1361	2236	
{18} {24,92} {92} {92}	[{18}, {24, 92}, {92}, {92}]	{pos_ADP} {pos_DET,feats_Number=Plur} {feats_Number=Plur} {feats_Number=Plur}	284.0	246.0	630	875	2236	3.8686072370134585	346.0	384.0	630	1361	2236	-3.7092314391826475
{18} {24} {3} {17,18}	[{18}, {24}, {3}, {17, 18}]	{pos_ADP} {pos_DET} {pos_NOUN} {lemma_de,pos_ADP}	381.0	302.0	772	875	2236	11.672058286378775	391.0	470.0	772	1361	2236	-12.252386583023727
{18} {5} {5} {5}	[{18}, {5}, {5}, {5}]	{pos_ADP} {feats_Number=Sing} {feats_Number=Sing} {feats_Number=Sing}	328.0	286.0	730	875	2236	4.398794016007985	402.0	444.0	730	1361	2236	-4.23409840091609
{18} {5,24,27} {5} {18}	[{18}, {24, 27, 5}, {5}, {18}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {pos_ADP}	328.0	275.0	703	875	2236	6.457513930009036	375.0	428.0	703	1361	2236	-6.252143972121849
{3} {18} {24,27} {3,26}	[{3}, {18}, {24, 27}, {26, 3}]	{pos_NOUN} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem}	267.0	246.0	628	875	2236	1.7398250123418348	361.0	382.0	628	1361	2236	-1.6393376762078988
{3} {873,874,875,877} {17,18,728,730,878} {23,24,25,27,92,880,881} {3,92}	[{3}, {873, 874, 875, 877}, {878, 17, 18, 728, 730}, {880, 881, 23, 24, 25, 27, 92}, {3, 92}]	{pos_NOUN} {lemma_des,pos_des,feats_des,wp_▁des} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur,dep_les,wp_▁les} {pos_NOUN,feats_Number=Plur}	267.0	104.0	267	875	2236	inf			267	1361	2236	
{5,26} {18} {24} {3}	[{26, 5}, {18}, {24}, {3}]	{feats_Number=Sing,feats_Gender=Fem} {pos_ADP} {pos_DET} {pos_NOUN}	267.0	245.0	626	875	2236	1.8232159014385643	359.0	381.0	626	1361	2236	-1.7197881292535797
{18} {5,24} {3,5} {17,18}	[{18}, {24, 5}, {3, 5}, {17, 18}]	{pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP}	267.0	104.0	267	875	2236	inf			267	1361	2236	
{92} {92} {18} {3}	[{92}, {92}, {18}, {3}]	{feats_Number=Plur} {feats_Number=Plur} {pos_ADP} {pos_NOUN}	267.0	104.0	267	875	2236	inf			267	1361	2236	
{5} {5} {18} {24,27} {3}	[{5}, {5}, {18}, {24, 27}, {3}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	276.0	249.0	636	875	2236	2.3887331339151228	360.0	387.0	636	1361	2236	-2.2680451590335617
{5} {873,874,875,877} {17,18,728,730,878} {23,24,25,27,92,880,881}	[{5}, {873, 874, 875, 877}, {878, 17, 18, 728, 730}, {880, 881, 23, 24, 25, 27, 92}]	{feats_Number=Sing} {lemma_des,pos_des,feats_des,wp_▁des} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur,dep_les,wp_▁les}	276.0	245.0	626	875	2236	2.916237015471986	350.0	381.0	626	1361	2236	-2.7801998741536535
{18} {24} {3} {92}	[{18}, {24}, {3}, {92}]	{pos_ADP} {pos_DET} {pos_NOUN} {feats_Number=Plur}	276.0	108.0	276	875	2236	inf			276	1361	2236	
{26} {18} {23,24,25,27} {3}	[{26}, {18}, {24, 25, 27, 23}, {3}]	{feats_Gender=Fem} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	276.0	245.0	625	875	2236	2.9726101036653487	349.0	380.0	625	1361	2236	-2.8350105114735973
{18} {5} {5} {105}	[{18}, {5}, {5}, {105}]	{pos_ADP} {feats_Number=Sing} {feats_Number=Sing} {pos_PUNCT}	373.0	295.0	754	875	2236	11.942343250205932	381.0	459.0	754	1361	2236	-12.098953378521697
{18} {23,24,25,27} {3} {105}	[{18}, {24, 25, 27, 23}, {3}, {105}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_PUNCT}	315.0	264.0	675	875	2236	6.154821531730572	360.0	411.0	675	1361	2236	-5.952649810307511
{5} {18} {5} {3}	[{5}, {18}, {5}, {3}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {pos_NOUN}	358.0	324.0	829	875	2236	2.945716805654248			829	1361	2236	
{26} {18} {5,24,27} {5}	[{26}, {18}, {24, 27, 5}, {5}]	{feats_Gender=Fem} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	305.0	266.0	679	875	2236	4.028664112974178	374.0	413.0	679	1361	2236	-3.86896490563781
{5} {3} {18} {5,24,27}	[{5}, {3}, {18}, {24, 27, 5}]	{feats_Number=Sing} {pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art}	224.0	88.0	224	875	2236	inf			224	1361	2236	
{5} {5} {17,18} {5,24,27}	[{5}, {5}, {17, 18}, {24, 27, 5}]	{feats_Number=Sing} {feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art}	224.0	88.0	224	875	2236	inf			224	1361	2236	
{5} {5} {17,18} {26}	[{5}, {5}, {17, 18}, {26}]	{feats_Number=Sing} {feats_Number=Sing} {lemma_de,pos_ADP} {feats_Gender=Fem}	224.0	88.0	224	875	2236	inf			224	1361	2236	
{5} {18} {5,23,24,25,27,1271,82196} {5}	[{5}, {18}, {5, 1271, 82196, 23, 24, 25, 27}, {5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁l,wp_’} {feats_Number=Sing}	224.0	88.0	224	875	2236	inf			224	1361	2236	
{5,23,24,25,27} {5} {17,18} {24}	[{5, 23, 24, 25, 27}, {5}, {17, 18}, {24}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {lemma_de,pos_ADP} {pos_DET}	224.0	88.0	224	875	2236	inf			224	1361	2236	
