	motifs_int	motifs_str	ARSCAN	CHISCO	DICEN	LADYSS	LTIE	CDPC	CRDP	ECONOMIX	LAPPS	MODALX	CEDCAC	CREA	ERO	LEGS	MODYCO	CEDIN	CREF	HAR	LEME	MONDESA	CEJEC	CRESPPA	IDHES	LESC	PRETECH	CEREG	CRPM	IREPH	LICAE	SOPHIAPOL	CEROS	CSLF	IRERP	LINP2	CHAD	CTAD	ISP	LIPO	AVERAGE	VAR	ST.DEV
{18} {23,24,25,27} {5}	[{18}, {24, 25, 27, 23}, {5}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	-16.00	16.00	4.69	2.51	-16.00	3.80	0.90	-18.58	-16.00	10.45	16.00	16.00	16.00	-1.35	7.63	16.00	16.00	1.05	3.77	-14.03	10.51	-5.35	-16.00	10.48	16.00	10.99	-2.31	16.00	-16.00	16.00	9.92	3.16	9.35	10.55	0.97	11.02	16.00	5.27	4.09	129.91	11.40
{23,24,25,27} {3} {18}	[{24, 25, 27, 23}, {3}, {18}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP}	-17.99	16.00	16.00	5.16	-16.00	2.21	1.21	-3.52	-16.00	16.00	16.00	16.00	16.00	1.42	16.00	8.61	16.00	2.20	5.68	-4.26	16.00	-5.59	-16.00	16.00	16.00	16.00	-0.83	16.00	-16.00	16.00	6.99	2.97	16.00	16.00	1.28	16.00	16.00	8.22	6.26	129.83	11.39
{17,18} {5,23,24,25,27} {3}	[{17, 18}, {5, 23, 24, 25, 27}, {3}]	{lemma_de,pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	-16.00	16.00	11.02	4.49	-16.00	9.49	5.53	16.00	-16.00	11.73	16.00	16.00	16.00	3.40	16.00	16.00	16.00	7.97	3.35	0.79	16.00	1.01	-16.00	10.91	16.00	16.00	-16.00	16.00	-16.00	16.00	16.00	8.06	16.00	16.00	5.67	16.00	16.00	7.44	7.44	129.67	11.39
{18} {23,24,25,27} {3,5}	[{18}, {24, 25, 27, 23}, {3, 5}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	-16.00	16.00	6.81	3.24	-16.00	2.78	0.51	-10.52	-16.00	10.42	16.00	11.34	16.00	-1.30	16.00	16.00	16.00	0.85	3.63	-17.53	10.27	-10.29	-16.00	10.40	16.00	10.96	-1.71	16.00	-16.00	16.00	4.35	2.72	10.76	10.55	0.56	11.30	16.00	6.00	4.11	129.57	11.38
{18} {5,24,25,27} {3,5}	[{18}, {24, 25, 27, 5}, {3, 5}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	-16.00	16.00	6.81	3.24	-16.00	2.78	0.51	-10.52	-16.00	10.42	16.00	11.34	16.00	-1.30	16.00	16.00	16.00	0.85	3.63	-17.53	10.27	-10.29	-16.00	10.40	16.00	10.96	-1.71	16.00	-16.00	16.00	4.35	2.72	10.76	10.55	0.56	11.30	16.00	6.00	4.11	129.57	11.38
{18} {5} {5} {5,11}	[{18}, {5}, {5}, {11, 5}]	{pos_ADP} {feats_Number=Sing} {feats_Number=Sing} {feats_Number=Sing,pos_ADJ}	-16.00	16.00	-12.41	-5.04	-14.67	-4.67	-11.92	-16.00	-16.00	10.29	16.00	10.69	-17.44	-16.00	-18.90	11.16	-16.00	-14.88	-8.68	-16.00	10.27	-16.00	-16.00	-12.36	16.00	-9.11	-3.29	-3.54	-16.00	-7.78	-10.21	-16.00	10.43	10.39	-11.88	-4.58	-12.09	-4.41	-6.23	129.45	11.38
{24} {92} {26}	[{24}, {92}, {26}]	{pos_DET} {feats_Number=Plur} {feats_Gender=Fem}	-16.00	-7.23	-11.51	16.00	-13.61	-4.33	-11.06	-16.00	-16.00	-7.24	-11.30	-12.14	16.00	-15.73	-17.53	-7.55	-15.69	-13.80	-8.05	-16.00	-3.96	-16.00	-16.00	10.88	16.00	-8.45	-3.05	-3.28	-18.72	16.00	-9.47	-19.75	-5.55	-9.57	-11.02	16.00	16.00	-4.09	-6.39	129.41	11.38
{17,18,730} {5,23,24,25,27,1271} {5}	[{17, 18, 730}, {5, 1271, 23, 24, 25, 27}, {5}]	{lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁l} {feats_Number=Sing}	-16.00	16.00	-10.96	-4.46	-12.96	-4.13	-10.53	-16.00	-16.00	11.05	-10.76	-11.57	-15.40	-14.98	-16.00	-7.19	16.00	-13.15	-7.67	-16.00	10.90	-16.00	-16.00	-10.91	-9.33	-8.05	-2.91	16.00	-17.83	16.00	-9.02	-18.81	-5.28	-9.12	-10.49	11.60	16.00	-3.89	-6.00	129.21	11.37
{3} {17,18,728,730} {5,24} {5,26}	[{3}, {728, 17, 18, 730}, {24, 5}, {26, 5}]	{pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,pos_DET} {feats_Number=Sing,feats_Gender=Fem}	-16.00	-6.77	-10.77	-4.38	-12.74	-4.05	-10.35	-16.00	-16.00	-6.78	16.00	16.00	-15.14	-14.72	-16.00	-7.07	16.00	-12.92	-7.54	-16.00	16.00	-16.00	-16.00	-10.72	-9.16	-7.91	-2.86	16.00	-17.52	-6.75	-8.86	-18.49	-5.19	16.00	-10.31	16.00	-10.49	-3.83	-5.93	129.21	11.37
{18} {5,23,24,25,27} {3,4}	[{18}, {5, 23, 24, 25, 27}, {3, 4}]	{pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc}	-16.00	16.00	10.33	6.23	-16.00	8.38	8.21	11.24	-16.00	10.35	16.00	16.00	16.00	3.90	11.10	16.00	10.95	16.00	7.30	-16.00	10.14	5.21	-16.00	10.30	16.00	10.74	-16.00	16.00	-16.00	16.00	4.66	11.51	10.96	10.58	8.37	11.09	16.00	16.00	6.46	129.19	11.37
{17,18,728,730} {5} {5}	[{728, 17, 18, 730}, {5}, {5}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing} {feats_Number=Sing}	-16.00	16.00	3.93	0.73	-16.00	8.22	0.84	-16.00	-16.00	16.00	16.00	16.00	16.00	0.52	4.38	16.00	8.71	0.90	0.93	-10.65	16.00	-3.86	-16.00	16.00	16.00	8.99	-2.36	16.00	-16.00	16.00	9.03	1.18	8.60	6.86	0.76	16.00	16.00	2.84	4.28	129.11	11.36
{24,27} {3} {17,18} {5,24}	[{24, 27}, {3}, {17, 18}, {24, 5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing,pos_DET}	-16.00	-7.22	-11.50	-4.67	-13.60	-4.33	-11.05	-16.00	-16.00	-7.24	11.18	-12.13	-16.00	-15.71	-17.51	-7.54	-15.68	-13.79	-8.04	-16.00	10.21	-16.00	-16.00	-11.45	-9.78	10.40	-3.05	16.00	-18.70	16.00	-9.46	-19.74	10.42	10.29	-11.01	10.47	16.00	-4.09	-6.27	128.99	11.36
{17,18,730} {5} {5}	[{17, 18, 730}, {5}, {5}]	{lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing} {feats_Number=Sing}	-16.00	16.00	4.08	0.78	-16.00	8.14	0.81	-16.00	-16.00	16.00	16.00	16.00	16.00	0.52	4.28	16.00	8.56	0.90	0.96	-10.40	16.00	-4.02	-16.00	16.00	16.00	8.87	-2.39	16.00	-16.00	16.00	9.35	1.22	8.51	6.93	0.73	16.00	16.00	2.80	4.28	128.98	11.36
{730} {5} {5}	[{730}, {5}, {5}]	{wp_▁de} {feats_Number=Sing} {feats_Number=Sing}	-16.00	16.00	4.06	0.77	-16.00	8.12	0.85	-16.00	-16.00	16.00	16.00	16.00	16.00	0.54	4.25	16.00	8.52	0.94	0.95	-10.47	16.00	-4.00	-16.00	16.00	16.00	8.84	-2.23	16.00	-16.00	16.00	9.31	1.25	8.49	6.90	0.77	16.00	16.00	2.78	4.28	128.90	11.35
{18} {24,25,27} {3,4}	[{18}, {24, 25, 27}, {3, 4}]	{pos_ADP} {pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc}	-15.89	16.00	16.00	4.57	-16.00	1.65	0.47	-12.18	-16.00	16.00	16.00	16.00	16.00	-1.71	16.00	11.03	9.97	3.41	5.49	-6.47	4.77	-3.81	-16.00	16.00	16.00	16.00	-2.06	5.78	-16.00	16.00	1.53	0.89	16.00	16.00	0.50	16.00	16.00	5.83	4.99	128.66	11.34
{730} {24} {3}	[{730}, {24}, {3}]	{wp_▁de} {pos_DET} {pos_NOUN}	-15.42	16.00	10.70	6.07	-16.00	3.25	-0.34	-17.11	-16.00	11.24	16.00	16.00	16.00	-0.71	16.00	10.02	16.00	0.37	3.82	-11.58	6.56	-3.10	-16.00	10.65	16.00	9.59	-3.94	16.00	-16.00	16.00	4.81	1.33	16.00	10.50	-0.36	11.26	16.00	3.93	4.30	128.54	11.34
{92} {92} {730}	[{92}, {92}, {730}]	{feats_Number=Plur} {feats_Number=Plur} {wp_▁de}	-16.00	-8.50	-13.53	10.66	-16.00	-5.09	-13.00	-16.00	-16.00	-8.51	-13.29	16.00	16.00	-18.49	-16.00	-8.88	-18.45	-16.00	-9.47	-16.00	-4.66	-16.00	-16.00	10.55	16.00	10.60	-3.59	-3.86	-16.00	-8.48	-11.13	-16.00	-6.52	-11.25	-12.95	10.86	16.00	-4.81	-6.68	128.54	11.34
{18} {24,27} {3,92}	[{18}, {24, 27}, {3, 92}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Plur}	2.39	16.00	10.45	11.06	-16.00	-0.29	-16.00	2.73	-16.00	10.44	16.00	16.00	16.00	1.45	11.33	16.00	16.00	3.68	11.29	-0.55	4.02	10.04	-16.00	10.41	16.00	11.25	-16.00	4.57	-16.00	16.00	16.00	6.21	10.19	10.63	-16.00	11.12	16.00	2.87	5.09	128.50	11.34
{92} {92} {18} {24}	[{92}, {92}, {18}, {24}]	{feats_Number=Plur} {feats_Number=Plur} {pos_ADP} {pos_DET}	-16.00	-7.43	-11.83	-4.81	-13.99	-4.45	-11.37	-16.00	-16.00	-7.44	-11.62	-12.48	16.00	-16.00	-18.02	-7.76	-16.00	-14.19	-8.28	-16.00	-4.07	-16.00	-16.00	10.74	16.00	16.00	-3.14	16.00	-19.24	-7.42	-9.73	-16.00	-5.70	-9.84	-11.33	16.00	16.00	-4.20	-6.46	128.47	11.33
{730} {4} {3,4}	[{730}, {4}, {3, 4}]	{wp_▁de} {feats_Gender=Masc} {pos_NOUN,feats_Gender=Masc}	-16.00	-7.94	10.21	-5.14	-14.95	-4.76	-12.15	-16.00	-16.00	-7.96	-12.42	11.01	-17.77	-17.28	-19.26	-8.29	-17.24	-15.16	-8.85	-16.00	-4.35	-16.00	-16.00	10.24	16.00	-9.28	-3.36	-3.61	-16.00	16.00	-10.40	-16.00	10.54	-10.51	-12.10	16.00	16.00	-4.49	-6.56	128.46	11.33
{18} {24} {3,4}	[{18}, {24}, {3, 4}]	{pos_ADP} {pos_DET} {pos_NOUN,feats_Gender=Masc}	-16.00	16.00	10.71	6.13	-16.00	2.10	-0.28	-16.00	-16.00	10.80	16.00	16.00	16.00	-0.88	16.00	16.00	16.00	3.61	7.58	-8.07	6.65	-5.66	-16.00	10.68	16.00	16.00	-2.08	8.89	-16.00	16.00	3.34	2.22	11.02	10.84	0.35	16.00	16.00	9.26	4.82	128.35	11.33
{18,692,693,695} {23,24,25,27} {3,5}	[{18, 692, 693, 695}, {24, 25, 27, 23}, {3, 5}]	{pos_ADP,lemma_à,feats_à,wp_▁à} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	-16.00	-6.52	-10.38	-4.22	-12.27	-3.91	-9.97	-16.00	-16.00	-6.53	16.00	16.00	-14.58	-14.18	-15.80	16.00	-14.14	-12.44	-7.26	-16.00	-3.57	-16.00	-16.00	-10.33	-8.83	-7.62	-2.75	16.00	-16.00	16.00	-8.54	-17.81	16.00	-8.63	-9.93	-3.82	16.00	-3.69	-5.73	128.04	11.32
{18} {5,24,27} {3,5} {105}	[{18}, {24, 27, 5}, {3, 5}, {105}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {pos_PUNCT}	-16.00	-6.67	-10.62	-4.32	-12.56	-4.00	-10.21	-16.00	-16.00	-6.68	16.00	-11.21	16.00	-14.52	-16.00	-6.97	-14.48	-12.74	-7.43	-16.00	-3.66	-16.00	-16.00	16.00	-9.04	-7.80	-2.82	16.00	-17.28	-6.66	-8.74	-18.23	-5.12	-8.83	-10.17	16.00	16.00	16.00	-5.81	127.99	11.31
{17,18,728,730} {92} {4}	[{728, 17, 18, 730}, {92}, {4}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Plur} {feats_Gender=Masc}	-16.00	16.00	-10.28	16.00	-12.15	-3.87	-9.87	-16.00	-16.00	16.00	-10.09	-10.84	-14.44	-14.04	-15.65	-6.74	-14.01	-12.32	-7.19	-16.00	-3.54	-16.00	-16.00	16.00	16.00	-7.55	-2.73	-2.93	-16.00	-6.44	-8.45	-17.64	-4.95	-8.55	-9.84	16.00	16.00	-3.65	-5.73	127.95	11.31
{5} {4,5} {730}	[{5}, {4, 5}, {730}]	{feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing} {wp_▁de}	-16.00	-7.42	-11.81	-4.80	-13.96	-4.44	-11.34	-16.00	-16.00	-7.43	10.87	10.64	-16.00	-16.00	-17.98	-7.74	-16.00	-14.16	-8.26	-16.00	10.34	-16.00	-16.00	-11.75	-10.04	10.33	-3.13	16.00	-19.20	16.00	-9.71	-16.00	10.57	-9.82	-11.30	10.46	16.00	-4.19	-6.24	127.94	11.31
{4,5} {18} {23,24,25,27}	[{4, 5}, {18}, {24, 25, 27, 23}]	{feats_Gender=Masc,feats_Number=Sing} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art}	-16.00	16.00	-11.66	-4.74	-13.78	-4.39	-11.20	-16.00	-16.00	10.42	16.00	11.45	-16.00	-15.93	-17.75	12.31	-15.89	-13.98	-8.15	-16.00	10.35	-16.00	-16.00	-11.60	-9.92	-8.56	-3.09	-3.33	-18.96	16.00	-9.59	-16.00	-5.62	-9.69	-11.16	-4.30	16.00	-4.14	-6.23	127.93	11.31
{26} {18} {5,24} {5,26}	[{26}, {18}, {24, 5}, {26, 5}]	{feats_Gender=Fem} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing,feats_Gender=Fem}	-16.00	-8.32	-13.25	-5.38	-15.67	-4.99	-12.73	-16.00	-16.00	-8.34	16.00	10.46	-18.62	-18.11	-16.00	-8.69	10.39	-15.89	-9.27	-16.00	10.20	-16.00	-16.00	10.13	16.00	-9.73	-3.52	16.00	-16.00	-8.31	-10.90	-16.00	10.28	-11.02	-12.68	10.41	-12.91	-4.71	-6.50	127.90	11.31
{5,24,27} {3} {18}	[{24, 27, 5}, {3}, {18}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP}	-16.00	16.00	10.84	5.13	-16.00	6.85	4.60	9.08	-16.00	10.82	16.00	16.00	16.00	9.11	16.00	16.00	16.00	16.00	16.00	3.03	11.06	-16.00	-16.00	10.75	16.00	12.25	0.78	16.00	-16.00	16.00	16.00	16.00	11.47	11.09	4.72	16.00	16.00	16.00	7.83	127.75	11.30
{4} {18} {5}	[{4}, {18}, {5}]	{feats_Gender=Masc} {pos_ADP} {feats_Number=Sing}	-19.92	16.00	11.03	2.20	-16.00	4.30	-1.26	-7.10	-16.00	16.00	16.00	16.00	16.00	1.33	9.94	16.00	16.00	1.08	3.38	-3.67	8.29	-6.04	-16.00	11.95	16.00	16.00	0.70	16.00	-16.00	16.00	5.21	-0.53	7.82	16.00	-1.19	16.00	16.00	2.67	5.00	127.63	11.30
{18} {24,25,27} {26}	[{18}, {24, 25, 27}, {26}]	{pos_ADP} {pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Fem}	-16.00	16.00	6.84	6.25	-16.00	1.91	-0.53	-7.50	-16.00	10.52	16.00	16.00	16.00	0.64	16.00	16.00	16.00	0.71	3.31	-9.38	11.21	-3.70	-16.00	11.18	16.00	16.00	-1.40	16.00	-16.00	16.00	6.28	4.60	16.00	16.00	-0.49	16.00	16.00	3.25	5.36	127.63	11.30
{18} {5,26} {5,26}	[{18}, {26, 5}, {26, 5}]	{pos_ADP} {feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing,feats_Gender=Fem}	-16.00	16.00	10.81	10.87	-16.00	8.46	2.85	16.00	-16.00	10.50	16.00	16.00	16.00	7.60	16.00	16.00	16.00	8.03	16.00	-16.00	11.30	3.63	-16.00	10.72	16.00	16.00	1.18	16.00	-16.00	16.00	7.63	16.00	11.33	10.96	2.94	16.00	16.00	16.00	7.76	127.58	11.30
{5} {730} {3}	[{5}, {730}, {3}]	{feats_Number=Sing} {wp_▁de} {pos_NOUN}	-16.00	-6.50	-10.35	-4.21	-12.24	10.43	-9.94	-16.00	-16.00	-6.51	16.00	-10.92	-14.54	-14.14	-15.76	-6.79	-14.11	-12.41	11.51	-16.00	10.44	-16.00	-16.00	-10.30	-8.81	-7.60	-2.75	16.00	-16.00	16.00	-8.52	-17.77	10.75	-8.61	-9.91	11.63	16.00	-3.68	-5.52	127.58	11.30
{5} {5} {18} {5} {3,5,26}	[{5}, {5}, {18}, {5}, {26, 3, 5}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	-16.00	16.00	-10.24	-4.16	-12.10	-3.85	-9.83	-16.00	-16.00	16.00	16.00	16.00	-14.38	-13.99	-15.59	-6.71	-13.95	-12.28	-7.16	-16.00	16.00	-16.00	-16.00	-10.19	-8.71	-7.52	-2.72	-2.92	-16.00	16.00	-8.42	-17.57	-4.93	16.00	-9.80	-3.77	-9.97	-3.64	-5.64	127.58	11.30
{18} {92} {92}	[{18}, {92}, {92}]	{pos_ADP} {feats_Number=Plur} {feats_Number=Plur}	-8.91	16.00	16.00	16.00	-16.00	0.45	-4.32	-16.00	-16.00	16.00	16.00	16.00	16.00	0.33	16.00	8.31	16.00	-0.31	16.00	-3.06	4.25	-0.88	-16.00	11.82	16.00	10.94	-0.86	4.80	-16.00	16.00	9.25	2.86	7.06	16.00	-4.31	16.00	16.00	2.44	5.26	127.46	11.29
{18} {5} {26}	[{18}, {5}, {26}]	{pos_ADP} {feats_Number=Sing} {feats_Gender=Fem}	-16.00	16.00	6.49	4.66	-16.00	3.45	-0.46	-10.03	-16.00	11.44	16.00	16.00	16.00	2.35	16.00	16.00	16.00	0.48	5.03	-7.79	12.53	-9.66	-16.00	11.15	16.00	16.00	-0.45	9.95	-16.00	16.00	7.53	4.39	16.00	11.27	-0.42	16.00	16.00	6.46	5.17	127.33	11.28
{92} {18} {5} {3}	[{92}, {18}, {5}, {3}]	{feats_Number=Plur} {pos_ADP} {feats_Number=Sing} {pos_NOUN}	-16.00	-6.39	-10.18	-4.14	-12.03	-3.83	-9.78	-16.00	-16.00	-6.40	-9.99	-10.74	-14.30	-13.91	-15.50	-6.68	-13.87	-12.21	-7.12	-16.00	-3.50	-16.00	-16.00	16.00	16.00	16.00	-2.70	16.00	-16.00	-6.38	-8.37	-17.47	-4.91	16.00	-9.74	16.00	16.00	-3.62	-5.63	126.94	11.27
{18} {24} {3,92}	[{18}, {24}, {3, 92}]	{pos_ADP} {pos_DET} {pos_NOUN,feats_Number=Plur}	0.73	16.00	16.00	16.00	-16.00	-0.44	-1.28	-0.49	-16.00	16.00	16.00	16.00	16.00	1.11	16.00	16.00	16.00	2.93	16.00	-1.15	3.80	6.45	-16.00	16.00	16.00	16.00	-16.00	4.71	-16.00	16.00	16.00	7.24	16.00	16.00	-1.23	16.00	16.00	3.74	7.00	126.92	11.27
{18} {4} {3,5}	[{18}, {4}, {3, 5}]	{pos_ADP} {feats_Gender=Masc} {pos_NOUN,feats_Number=Sing}	-16.00	16.00	10.29	5.30	-16.00	7.26	3.87	7.37	-16.00	10.32	16.00	11.20	16.00	6.56	11.00	11.30	11.01	16.00	11.25	-16.00	10.11	4.42	-16.00	10.27	16.00	10.65	-16.00	16.00	-16.00	16.00	7.56	16.00	10.77	10.52	3.97	10.53	16.00	16.00	6.15	126.90	11.27
{18} {4,5} {3,4}	[{18}, {4, 5}, {3, 4}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing} {pos_NOUN,feats_Gender=Masc}	-16.00	16.00	10.29	5.30	-16.00	7.54	3.87	7.23	-16.00	10.32	16.00	11.20	16.00	6.86	11.00	11.30	11.01	16.00	11.21	-16.00	10.11	4.42	-16.00	10.27	16.00	10.65	-16.00	16.00	-16.00	16.00	7.16	16.00	10.77	10.52	3.97	10.53	16.00	16.00	6.15	126.89	11.26
{5,24,27} {5,26} {17,18}	[{24, 27, 5}, {26, 5}, {17, 18}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing,feats_Gender=Fem} {lemma_de,pos_ADP}	-16.00	16.00	-8.22	-3.34	-9.72	-3.09	-7.90	-16.00	-16.00	16.00	-8.07	-8.67	-11.55	-11.23	-12.52	-5.39	-11.20	-9.86	-5.75	-16.00	16.00	-16.00	-16.00	-8.18	-6.99	-6.03	-2.18	16.00	-13.37	16.00	-6.76	-14.11	-3.96	-6.84	-7.87	16.00	16.00	16.00	-4.23	126.88	11.26
{5} {105} {5}	[{5}, {105}, {5}]	{feats_Number=Sing} {pos_PUNCT} {feats_Number=Sing}	-16.00	-6.55	-10.42	16.00	-12.33	-3.92	-10.01	-16.00	-16.00	-6.56	16.00	-11.00	16.00	-14.25	-15.88	-6.84	-14.21	-12.50	-7.29	-16.00	-3.59	-16.00	-16.00	-10.38	-8.87	-7.65	-2.77	16.00	-16.00	16.00	-8.58	-17.89	-5.03	-8.67	-9.98	16.00	16.00	-3.70	-5.76	126.83	11.26
{17,18,730} {5,23,24,25,27} {3}	[{17, 18, 730}, {5, 23, 24, 25, 27}, {3}]	{lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	-16.00	16.00	11.05	4.58	-16.00	9.62	5.23	16.00	-16.00	11.10	16.00	16.00	16.00	3.44	16.00	16.00	16.00	8.01	3.45	0.64	11.20	0.84	-16.00	10.92	16.00	16.00	-16.00	16.00	-16.00	16.00	16.00	8.03	16.00	11.63	5.05	16.00	16.00	7.55	7.17	126.55	11.25
{24} {3} {11}	[{24}, {3}, {11}]	{pos_DET} {pos_NOUN} {pos_ADJ}	-5.27	16.00	16.00	8.05	-16.00	4.91	1.40	-9.47	-16.00	16.00	16.00	16.00	16.00	0.42	16.00	16.00	3.35	2.66	4.77	-1.20	7.91	-0.40	-17.89	16.00	16.00	16.00	-16.00	5.77	-16.00	16.00	5.00	9.26	16.00	16.00	1.47	16.00	16.00	3.86	5.70	126.50	11.25
{5} {17,18} {5,24,27} {3,5}	[{5}, {17, 18}, {24, 27, 5}, {3, 5}]	{feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	-16.00	-7.16	-11.40	-4.63	-13.48	-4.29	-10.95	-16.00	-16.00	-7.17	16.00	-12.03	-16.00	-15.58	-17.36	16.00	-15.54	-13.67	-7.98	-16.00	10.44	-16.00	-16.00	10.30	-9.70	10.67	-3.03	16.00	-18.54	16.00	-9.38	-19.57	-5.50	10.48	-10.91	-4.20	-11.11	-4.05	-6.40	126.38	11.24
{92} {92} {17,18,728,730}	[{92}, {92}, {728, 17, 18, 730}]	{feats_Number=Plur} {feats_Number=Plur} {lemma_de,pos_ADP,feats_de,wp_▁de}	-16.00	-6.84	-10.90	16.00	-12.88	-4.10	-10.47	-16.00	-16.00	-6.86	-10.70	16.00	-15.31	-14.89	-16.00	-7.15	-14.85	-13.07	-7.62	-16.00	-3.75	-16.00	-16.00	11.03	16.00	16.00	-2.89	-3.11	-17.72	-6.83	-8.96	-18.70	-5.25	-9.06	-10.43	16.00	16.00	-3.87	-6.08	126.36	11.24
{17,18,730} {5,23,24,25,27} {3,5}	[{17, 18, 730}, {5, 23, 24, 25, 27}, {3, 5}]	{lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	-16.00	16.00	10.91	4.59	-16.00	9.62	5.09	16.00	-16.00	10.96	16.00	16.00	16.00	3.45	16.00	16.00	16.00	8.03	3.46	0.65	10.86	0.85	-16.00	10.81	16.00	16.00	-16.00	16.00	-16.00	16.00	16.00	8.06	16.00	11.18	4.92	16.00	16.00	7.56	7.13	126.31	11.24
{730} {5,23,24,25,27} {3}	[{730}, {5, 23, 24, 25, 27}, {3}]	{wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	-16.00	16.00	10.84	4.58	-16.00	9.60	5.38	16.00	-16.00	10.87	16.00	16.00	16.00	3.43	16.00	16.00	16.00	8.00	3.44	0.64	11.00	0.84	-16.00	10.76	16.00	16.00	-16.00	16.00	-16.00	16.00	16.00	8.02	16.00	11.15	5.20	16.00	16.00	7.55	7.14	126.24	11.24
{92} {92} {17,18,730}	[{92}, {92}, {17, 18, 730}]	{feats_Number=Plur} {feats_Number=Plur} {lemma_de,pos_ADP,wp_▁de}	-16.00	-6.85	-10.91	16.00	-12.90	-4.11	-10.48	-16.00	-16.00	-6.87	-10.72	16.00	-15.33	-14.91	-16.00	-7.16	-14.88	-13.09	-7.63	-16.00	-3.76	-16.00	-16.00	10.76	16.00	16.00	-2.90	-3.11	-17.75	-6.84	-8.98	-18.73	-5.26	-9.08	-10.45	16.00	16.00	-3.88	-6.10	126.22	11.23
{17,18,728,730} {5,23,24,25,27} {3,5}	[{728, 17, 18, 730}, {5, 23, 24, 25, 27}, {3, 5}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	-16.00	16.00	10.79	4.44	-16.00	9.69	5.19	16.00	-16.00	10.73	16.00	16.00	16.00	3.44	16.00	16.00	16.00	8.18	3.38	0.60	10.80	0.89	-16.00	10.73	16.00	16.00	-16.00	16.00	-16.00	16.00	16.00	7.79	16.00	11.08	5.02	16.00	16.00	7.35	7.11	126.21	11.23
{5} {17,18,730} {3}	[{5}, {17, 18, 730}, {3}]	{feats_Number=Sing} {lemma_de,pos_ADP,wp_▁de} {pos_NOUN}	-16.00	-6.49	-10.33	-4.20	-12.22	10.41	-9.93	-16.00	-16.00	-6.50	16.00	-10.90	-14.52	-14.12	-15.74	-6.78	-14.09	-12.39	11.05	-16.00	10.41	-16.00	-16.00	-10.29	-8.79	-7.59	-2.74	16.00	-16.00	16.00	-8.50	-17.74	10.66	-8.59	-9.89	10.81	16.00	-3.67	-5.54	126.20	11.23
