	motifs_int	motifs_str	k	M	f	t	T	indice
{24,25,27} {3} {18} {24} {3}	[{24, 25, 27}, {3}, {18}, {24}, {3}]	{pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {pos_DET} {pos_NOUN}	234	47	3098	748	48978	10.710718675567888
{4,5} {3,5} {18}	[{4, 5}, {3, 5}, {18}]	{feats_Gender=Masc,feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP}	203	52	3439	748	48978	10.710520566595424
{4,5} {4,5} {18} {5}	[{4, 5}, {4, 5}, {18}, {5}]	{feats_Gender=Masc,feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	193	45	2962	748	48978	10.710060312242689
{24} {3} {18} {5} {5,26}	[{24}, {3}, {18}, {5}, {26, 5}]	{pos_DET} {pos_NOUN} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	210	32	2098	748	48978	10.706518369271802
{92} {18} {24} {3}	[{92}, {18}, {24}, {3}]	{feats_Number=Plur} {pos_ADP} {pos_DET} {pos_NOUN}	221	55	3611	748	48978	10.705704707148808
{18} {24} {3} {18} {5}	[{18}, {24}, {3}, {18}, {5}]	{pos_ADP} {pos_DET} {pos_NOUN} {pos_ADP} {feats_Number=Sing}	275	84	5509	748	48978	10.70539630628641
{17,18} {92} {3,92}	[{17, 18}, {92}, {3, 92}]	{lemma_de,pos_ADP} {feats_Number=Plur} {pos_NOUN,feats_Number=Plur}	233	100	6575	748	48978	10.705212838266622
{18} {5,26} {3}	[{18}, {26, 5}, {3}]	{pos_ADP} {feats_Number=Sing,feats_Gender=Fem} {pos_NOUN}	278	99	6492	748	48978	10.705036781855487
{23,24,25,27} {3} {17,18,728,730} {5}	[{24, 25, 27, 23}, {3}, {728, 17, 18, 730}, {5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing}	242	55	3648	748	48978	10.704523691268664
{24} {4} {17,18,730}	[{24}, {4}, {17, 18, 730}]	{pos_DET} {feats_Gender=Masc} {lemma_de,pos_ADP,wp_▁de}	225	50	3305	748	48978	10.702042551351589
{5,24} {3,5} {5,11}	[{24, 5}, {3, 5}, {11, 5}]	{feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {feats_Number=Sing,pos_ADJ}	258	89	5830	748	48978	10.70173673921111
{18} {5} {4,5}	[{18}, {5}, {4, 5}]	{pos_ADP} {feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing}	382	285	18657	748	48978	10.699749361706147
{5,24,27} {5} {18} {5}	[{24, 27, 5}, {5}, {18}, {5}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	286	91	5983	748	48978	10.698982022661955
{3} {17,18,730} {24}	[{3}, {17, 18, 730}, {24}]	{pos_NOUN} {lemma_de,pos_ADP,wp_▁de} {pos_DET}	241	64	4208	748	48978	10.69732889468934
{5,24,27} {3,5} {730}	[{24, 27, 5}, {3, 5}, {730}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {wp_▁de}	257	76	4981	748	48978	10.696537047477424
{5,24} {3} {18} {26}	[{24, 5}, {3}, {18}, {26}]	{feats_Number=Sing,pos_DET} {pos_NOUN} {pos_ADP} {feats_Gender=Fem}	219	37	2452	748	48978	10.695732283697259
{24,27} {3} {17,18,728,730} {5} {5}	[{24, 27}, {3}, {728, 17, 18, 730}, {5}, {5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing} {feats_Number=Sing}	202	14	968	748	48978	10.694337066320761
{3} {730} {3}	[{3}, {730}, {3}]	{pos_NOUN} {wp_▁de} {pos_NOUN}	237	83	5476	748	48978	10.693757840070422
{3,5} {17,18,728,730} {5,24}	[{3, 5}, {728, 17, 18, 730}, {24, 5}]	{pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,pos_DET}	192	13	906	748	48978	10.690636675867555
{3,5} {18} {3,26}	[{3, 5}, {18}, {26, 3}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_NOUN,feats_Gender=Fem}	203	13	906	748	48978	10.690636675867555
{5,24,27} {3} {17,18,730} {5}	[{24, 27, 5}, {3}, {17, 18, 730}, {5}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing}	211	18	1240	748	48978	10.688612231301247
{3,5} {17,18,728,730} {5}	[{3, 5}, {728, 17, 18, 730}, {5}]	{pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing}	285	79	5199	748	48978	10.685387480957562
{24,27} {3} {17,18,730} {5} {5}	[{24, 27}, {3}, {17, 18, 730}, {5}, {5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing} {feats_Number=Sing}	202	14	969	748	48978	10.68493908773992
{26} {17,18,730} {5}	[{26}, {17, 18, 730}, {5}]	{feats_Gender=Fem} {lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing}	237	76	5013	748	48978	10.681667257334368
