	motifs_int	motifs_str	k	M	f	t	T	indice
{24,27} {4} {18}	[{24, 27}, {4}, {18}]	{pos_DET,feats_PronType=Art} {feats_Gender=Masc} {pos_ADP}	219	93	7259	630	48978	inf
{684} {24} {3}	[{684}, {24}, {3}]	{pos_VERB} {pos_DET} {pos_NOUN}	191	71	5562	630	48978	inf
{24} {3} {5}	[{24}, {3}, {5}]	{pos_DET} {pos_NOUN} {feats_Number=Sing}	234	148	11544	630	48978	inf
{18} {24} {3} {11}	[{18}, {24}, {3}, {11}]	{pos_ADP} {pos_DET} {pos_NOUN} {pos_ADJ}	169	76	5913	630	48978	inf
{17,18,730} {5} {4}	[{17, 18, 730}, {5}, {4}]	{lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing} {feats_Gender=Masc}	158	84	6547	630	48978	inf
{24,27} {3} {17,18}	[{24, 27}, {3}, {17, 18}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP}	265	176	13677	630	48978	inf
{730} {4} {4}	[{730}, {4}, {4}]	{wp_▁de} {feats_Gender=Masc} {feats_Gender=Masc}	160	65	5105	630	48978	inf
{5,24,27} {3,5} {18}	[{24, 27, 5}, {3, 5}, {18}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {pos_ADP}	240	152	11841	630	48978	inf
{5,23,24,25,27} {5} {5}	[{5, 23, 24, 25, 27}, {5}, {5}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {feats_Number=Sing}	196	103	8029	630	48978	inf
{5} {3,5} {18} {5}	[{5}, {3, 5}, {18}, {5}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	197	96	7459	630	48978	inf
{5} {18} {5,23,24,25,27} {5}	[{5}, {18}, {5, 23, 24, 25, 27}, {5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	178	98	7619	630	48978	inf
{5,24,27} {3,5} {5}	[{24, 27, 5}, {3, 5}, {5}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {feats_Number=Sing}	201	102	7988	630	48978	inf
{24} {26} {18}	[{24}, {26}, {18}]	{pos_DET} {feats_Gender=Fem} {pos_ADP}	209	103	8057	630	48978	inf
{5} {17,18} {5} {5}	[{5}, {17, 18}, {5}, {5}]	{feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	163	81	6298	630	48978	inf
{5,24} {5} {105}	[{24, 5}, {5}, {105}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_PUNCT}	170	104	8092	630	48978	inf
{3,26} {17,18} {5}	[{26, 3}, {17, 18}, {5}]	{pos_NOUN,feats_Gender=Fem} {lemma_de,pos_ADP} {feats_Number=Sing}	176	72	5613	630	48978	inf
{5} {17,18} {26}	[{5}, {17, 18}, {26}]	{feats_Number=Sing} {lemma_de,pos_ADP} {feats_Gender=Fem}	184	67	5227	630	48978	inf
{18} {24} {3} {17,18,730}	[{18}, {24}, {3}, {17, 18, 730}]	{pos_ADP} {pos_DET} {pos_NOUN} {lemma_de,pos_ADP,wp_▁de}	166	55	4275	630	48978	inf
{5} {3,5} {17,18,728,730}	[{5}, {3, 5}, {728, 17, 18, 730}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de}	192	82	6416	630	48978	inf
{5,23,24,25,27} {3,5} {17,18}	[{5, 23, 24, 25, 27}, {3, 5}, {17, 18}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP}	191	70	5446	630	48978	inf
{17,18,728,730} {5} {4}	[{728, 17, 18, 730}, {5}, {4}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing} {feats_Gender=Masc}	158	84	6520	630	48978	inf
{18} {24} {3} {18} {5}	[{18}, {24}, {3}, {18}, {5}]	{pos_ADP} {pos_DET} {pos_NOUN} {pos_ADP} {feats_Number=Sing}	177	70	5509	630	48978	inf
{24} {3,4} {17,18,728,730}	[{24}, {3, 4}, {728, 17, 18, 730}]	{pos_DET} {pos_NOUN,feats_Gender=Masc} {lemma_de,pos_ADP,feats_de,wp_▁de}	160	42	3276	630	48978	inf
{18} {5,24,27} {3,5} {18}	[{18}, {24, 27, 5}, {3, 5}, {18}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {pos_ADP}	164	64	5010	630	48978	inf
{18} {5} {5} {105}	[{18}, {5}, {5}, {105}]	{pos_ADP} {feats_Number=Sing} {feats_Number=Sing} {pos_PUNCT}	162	87	6767	630	48978	inf
