	motifs_int	motifs_str	k	M	f	t	T	indice
{5} {18} {5,24,27} {5}	[{5}, {18}, {24, 27, 5}, {5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	266	169	11193	740	48978	inf
{5} {5} {4,5}	[{5}, {5}, {4, 5}]	{feats_Number=Sing} {feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing}	222	108	7181	740	48978	inf
{5} {5} {4}	[{5}, {5}, {4}]	{feats_Number=Sing} {feats_Number=Sing} {feats_Gender=Masc}	228	110	7299	740	48978	inf
{5} {4} {5}	[{5}, {4}, {5}]	{feats_Number=Sing} {feats_Gender=Masc} {feats_Number=Sing}	262	117	7791	740	48978	inf
{873,874,875,877} {17,18,728,730,878} {23,24,25,27,92,880,881} {92}	[{873, 874, 875, 877}, {878, 17, 18, 728, 730}, {880, 881, 23, 24, 25, 27, 92}, {92}]	{lemma_des,pos_des,feats_des,wp_▁des} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur,dep_les,wp_▁les} {feats_Number=Plur}	192	70	4665	740	48978	inf
{26} {18} {5,24} {3,5}	[{26}, {18}, {24, 5}, {3, 5}]	{feats_Gender=Fem} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing}	198	80	5311	740	48978	inf
{5,24} {3} {17,18}	[{24, 5}, {3}, {17, 18}]	{feats_Number=Sing,pos_DET} {pos_NOUN} {lemma_de,pos_ADP}	240	111	7363	740	48978	inf
{18} {4,5,24,27} {3,4}	[{18}, {24, 27, 4, 5}, {3, 4}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc}	228	123	8158	740	48978	inf
{5,24} {3} {18} {5}	[{24, 5}, {3}, {18}, {5}]	{feats_Number=Sing,pos_DET} {pos_NOUN} {pos_ADP} {feats_Number=Sing}	236	99	6549	740	48978	inf
{18} {4,5,23,24,25,27,44} {3,4}	[{18}, {4, 5, 44, 23, 24, 25, 27}, {3, 4}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁le} {pos_NOUN,feats_Gender=Masc}	194	107	7078	740	48978	inf
{5,23,24,25,27} {3} {18} {5}	[{5, 23, 24, 25, 27}, {3}, {18}, {5}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing}	188	71	4725	740	48978	inf
{5} {5} {17,18,728,730} {5}	[{5}, {5}, {728, 17, 18, 730}, {5}]	{feats_Number=Sing} {feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing}	202	60	3981	740	48978	inf
{5} {3} {17,18}	[{5}, {3}, {17, 18}]	{feats_Number=Sing} {pos_NOUN} {lemma_de,pos_ADP}	256	153	10123	740	48978	inf
{24,27} {3} {17,18} {26}	[{24, 27}, {3}, {17, 18}, {26}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP} {feats_Gender=Fem}	198	68	4528	740	48978	inf
{944,945,946,948} {17,18,730,878} {4,5,23,24,25,27,43,44} {4,5}	[{944, 945, 946, 948}, {17, 18, 878, 730}, {4, 5, 43, 44, 23, 24, 25, 27}, {4, 5}]	{lemma_du,pos_du,feats_du,wp_▁du} {lemma_de,pos_ADP,wp_▁de,dep_de} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,dep_le,wp_▁le} {feats_Gender=Masc,feats_Number=Sing}	208	46	3057	740	48978	inf
{5,24} {5} {17,18} {5}	[{24, 5}, {5}, {17, 18}, {5}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing}	198	63	4177	740	48978	inf
{5,24,27} {4,5} {18}	[{24, 27, 5}, {4, 5}, {18}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Gender=Masc,feats_Number=Sing} {pos_ADP}	188	58	3862	740	48978	inf
{24} {3,26} {18} {5}	[{24}, {26, 3}, {18}, {5}]	{pos_DET} {pos_NOUN,feats_Gender=Fem} {pos_ADP} {feats_Number=Sing}	186	71	4723	740	48978	inf
{5,23,24,25,27} {3,5} {18} {5}	[{5, 23, 24, 25, 27}, {3, 5}, {18}, {5}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	188	71	4721	740	48978	inf
{17,18} {5,24,27} {4}	[{17, 18}, {24, 27, 5}, {4}]	{lemma_de,pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Gender=Masc}	250	95	6329	740	48978	inf
{24,27} {3} {18} {5}	[{24, 27}, {3}, {18}, {5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing}	304	193	12805	740	48978	inf
{5,24} {3} {5}	[{24, 5}, {3}, {5}]	{feats_Number=Sing,pos_DET} {pos_NOUN} {feats_Number=Sing}	296	142	9404	740	48978	inf
{5} {18} {24,27} {5}	[{5}, {18}, {24, 27}, {5}]	{feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art} {feats_Number=Sing}	266	169	11197	740	48978	inf
{24,27} {5} {18}	[{24, 27}, {5}, {18}]	{pos_DET,feats_PronType=Art} {feats_Number=Sing} {pos_ADP}	292	196	12965	740	48978	inf
{730} {5,23,24,25,27} {3}	[{730}, {5, 23, 24, 25, 27}, {3}]	{wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	266	183	12150	740	48978	inf
{17,18} {5} {3,5,26}	[{17, 18}, {5}, {26, 3, 5}]	{lemma_de,pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	196	82	5448	740	48978	inf
{17,18} {5,23,24,25,27} {3,5}	[{17, 18}, {5, 23, 24, 25, 27}, {3, 5}]	{lemma_de,pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	266	184	12195	740	48978	inf
{730} {5,23,24,25,27} {3,5}	[{730}, {5, 23, 24, 25, 27}, {3, 5}]	{wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	266	183	12145	740	48978	inf
{24} {5} {17,18}	[{24}, {5}, {17, 18}]	{pos_DET} {feats_Number=Sing} {lemma_de,pos_ADP}	244	119	7865	740	48978	inf
{17,18} {5,24} {4}	[{17, 18}, {24, 5}, {4}]	{lemma_de,pos_ADP} {feats_Number=Sing,pos_DET} {feats_Gender=Masc}	258	100	6614	740	48978	inf
{23,24} {3} {11}	[{24, 23}, {3}, {11}]	{lemma_le,pos_DET} {pos_NOUN} {pos_ADJ}	214	107	7078	740	48978	inf
{24} {5} {18}	[{24}, {5}, {18}]	{pos_DET} {feats_Number=Sing} {pos_ADP}	298	203	13470	740	48978	inf
{5,26} {18} {5} {5}	[{26, 5}, {18}, {5}, {5}]	{feats_Number=Sing,feats_Gender=Fem} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	188	71	4696	740	48978	inf
{17,18,728,730} {5} {5,26}	[{728, 17, 18, 730}, {5}, {26, 5}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	208	88	5837	740	48978	inf
{24,27} {3,5} {18}	[{24, 27}, {3, 5}, {18}]	{pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {pos_ADP}	282	179	11847	740	48978	inf
{24,27} {3} {5,11}	[{24, 27}, {3}, {11, 5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {feats_Number=Sing,pos_ADJ}	186	74	4923	740	48978	inf
{4} {18} {5,26}	[{4}, {18}, {26, 5}]	{feats_Gender=Masc} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem}	212	80	5338	740	48978	inf
{3,5,26} {18} {5}	[{26, 3, 5}, {18}, {5}]	{pos_NOUN,feats_Number=Sing,feats_Gender=Fem} {pos_ADP} {feats_Number=Sing}	212	80	5346	740	48978	inf
