	motifs_int	motifs_str	k	M	f	t	T	indice
{18} {24,92} {3,92} {18}	[{18}, {24, 92}, {3, 92}, {18}]	{pos_ADP} {pos_DET,feats_Number=Plur} {pos_NOUN,feats_Number=Plur} {pos_ADP}	0	2	312	340	48978	-0.9469257288218732
{5,24} {3,5} {5,26}	[{24, 5}, {3, 5}, {26, 5}]	{feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	0	2	312	340	48978	-0.9469257288218732
{24,27} {3} {17,18} {5} {26}	[{24, 27}, {3}, {17, 18}, {5}, {26}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing} {feats_Gender=Fem}	0	2	312	340	48978	-0.9469257288218732
{3,4} {18} {24} {26}	[{3, 4}, {18}, {24}, {26}]	{pos_NOUN,feats_Gender=Masc} {pos_ADP} {pos_DET} {feats_Gender=Fem}	0	2	312	340	48978	-0.9469257288218732
{5} {5} {17,18} {5} {5,26}	[{5}, {5}, {17, 18}, {5}, {26, 5}]	{feats_Number=Sing} {feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	0	2	312	340	48978	-0.9469257288218732
{24} {3} {17,18,730} {5} {3,5}	[{24}, {3}, {17, 18, 730}, {5}, {3, 5}]	{pos_DET} {pos_NOUN} {lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing}	0	2	313	340	48978	-0.9499705310614497
{23,24,25,27} {3} {18} {23,24,25,27} {3}	[{24, 25, 27, 23}, {3}, {18}, {24, 25, 27, 23}, {3}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	0	2	314	340	48978	-0.9530153960694436
{92} {92} {412}	[{92}, {92}, {412}]	{feats_Number=Plur} {feats_Number=Plur} {pos_CCONJ}	0	2	314	340	48978	-0.9530153960694436
{5} {3,5} {4,5}	[{5}, {3, 5}, {4, 5}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing}	0	2	315	340	48978	-0.9560603238459536
{5,24,26,27} {3,5,26} {18}	[{24, 26, 27, 5}, {26, 3, 5}, {18}]	{feats_Number=Sing,pos_DET,feats_Gender=Fem,feats_PronType=Art} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem} {pos_ADP}	0	2	316	340	48978	-0.9591053144411432
{3,4} {18} {23,24,25,27} {3}	[{3, 4}, {18}, {24, 25, 27, 23}, {3}]	{pos_NOUN,feats_Gender=Masc} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	0	2	316	340	48978	-0.9591053144411432
{18} {23,24,25,27} {3} {18} {24}	[{18}, {24, 25, 27, 23}, {3}, {18}, {24}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {pos_DET}	0	2	316	340	48978	-0.9591053144411432
{23,24,25,27} {3} {18} {5} {5,26}	[{24, 25, 27, 23}, {3}, {18}, {5}, {26, 5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	0	2	316	340	48978	-0.9591053144411432
{24,27} {3} {18} {24,27} {3,26}	[{24, 27}, {3}, {18}, {24, 27}, {26, 3}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem}	0	2	316	340	48978	-0.9591053144411432
{5,24} {3,5} {26}	[{24, 5}, {3, 5}, {26}]	{feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {feats_Gender=Fem}	0	2	316	340	48978	-0.9591053144411432
{5,24} {5} {91,93,95}	[{24, 5}, {5}, {91, 93, 95}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {feats_Mood=Ind,feats_Person=3,feats_VerbForm=Fin}	0	2	317	340	48978	-0.9621503678302269
{3,4} {17,18} {24}	[{3, 4}, {17, 18}, {24}]	{pos_NOUN,feats_Gender=Masc} {lemma_de,pos_ADP} {pos_DET}	0	2	318	340	48978	-0.9651954839879254
{5} {4} {18} {24} {3}	[{5}, {4}, {18}, {24}, {3}]	{feats_Number=Sing} {feats_Gender=Masc} {pos_ADP} {pos_DET} {pos_NOUN}	0	2	318	340	48978	-0.9651954839879254
{24} {3} {17,18,728,730} {24} {3}	[{24}, {3}, {728, 17, 18, 730}, {24}, {3}]	{pos_DET} {pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {pos_DET} {pos_NOUN}	0	2	318	340	48978	-0.9651954839879254
