	motifs_int	motifs_str	k	M	f	t	T	indice
{24,25,27} {3} {17,18} {26}	[{24, 25, 27}, {3}, {17, 18}, {26}]	{pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP} {feats_Gender=Fem}	0	108	1520	3493	48978	-49.64534399711722
{18} {5} {5} {5,11}	[{18}, {5}, {5}, {11, 5}]	{pos_ADP} {feats_Number=Sing} {feats_Number=Sing} {feats_Number=Sing,pos_ADJ}	0	108	1520	3493	48978	-49.64534399711722
{5,24} {3} {17,18,730} {5}	[{24, 5}, {3}, {17, 18, 730}, {5}]	{feats_Number=Sing,pos_DET} {pos_NOUN} {lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing}	0	108	1520	3493	48978	-49.64534399711722
{5} {5} {5} {5}	[{5}, {5}, {5}, {5}]	{feats_Number=Sing} {feats_Number=Sing} {feats_Number=Sing} {feats_Number=Sing}	0	108	1524	3493	48978	-49.77815777763738
{24,27} {3,4} {17,18} {5}	[{24, 27}, {3, 4}, {17, 18}, {5}]	{pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc} {lemma_de,pos_ADP} {feats_Number=Sing}	0	109	1527	3493	48978	-49.877775748187396
{5,24,27} {5} {18} {24,27}	[{24, 27, 5}, {5}, {18}, {24, 27}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art}	0	109	1528	3493	48978	-49.91098319288914
{3} {17,18} {5} {3,5,26}	[{3}, {17, 18}, {5}, {26, 3, 5}]	{pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	0	109	1532	3493	48978	-50.04382024479371
{92} {3,92} {17,18}	[{92}, {3, 92}, {17, 18}]	{feats_Number=Plur} {pos_NOUN,feats_Number=Plur} {lemma_de,pos_ADP}	0	109	1535	3493	48978	-50.14345567148579
{24,27} {4} {17,18} {5}	[{24, 27}, {4}, {17, 18}, {5}]	{pos_DET,feats_PronType=Art} {feats_Gender=Masc} {lemma_de,pos_ADP} {feats_Number=Sing}	0	109	1535	3493	48978	-50.14345567148579
{92} {18} {3,5}	[{92}, {18}, {3, 5}]	{feats_Number=Plur} {pos_ADP} {pos_NOUN,feats_Number=Sing}	0	109	1537	3493	48978	-50.20988292682363
{5} {5} {17,18} {5,24} {5}	[{5}, {5}, {17, 18}, {24, 5}, {5}]	{feats_Number=Sing} {feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	0	109	1537	3493	48978	-50.20988292682363
{5,24} {4,5} {17,18}	[{24, 5}, {4, 5}, {17, 18}]	{feats_Number=Sing,pos_DET} {feats_Gender=Masc,feats_Number=Sing} {lemma_de,pos_ADP}	0	109	1538	3493	48978	-50.2430976458111
{92} {3} {17,18}	[{92}, {3}, {17, 18}]	{feats_Number=Plur} {pos_NOUN} {lemma_de,pos_ADP}	0	109	1540	3493	48978	-50.30952926675177
{5,24} {4} {17,18}	[{24, 5}, {4}, {17, 18}]	{feats_Number=Sing,pos_DET} {feats_Gender=Masc} {lemma_de,pos_ADP}	0	110	1542	3493	48978	-50.37596379834712
{23,24,25,27,92} {3,92} {92}	[{23, 24, 25, 27, 92}, {3, 92}, {92}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur} {pos_NOUN,feats_Number=Plur} {feats_Number=Plur}	0	110	1545	3493	48978	-50.47562105388757
{3} {17,18} {24} {3,26}	[{3}, {17, 18}, {24}, {26, 3}]	{pos_NOUN} {lemma_de,pos_ADP} {pos_DET} {pos_NOUN,feats_Gender=Fem}	0	110	1547	3493	48978	-50.54206286338359
{730} {4} {3,4}	[{730}, {4}, {3, 4}]	{wp_▁de} {feats_Gender=Masc} {pos_NOUN,feats_Gender=Masc}	0	110	1548	3493	48978	-50.57528485996837
{5} {3,5} {18} {5,26}	[{5}, {3, 5}, {18}, {26, 5}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem}	0	110	1548	3493	48978	-50.57528485996837
{730} {4} {3}	[{730}, {4}, {3}]	{wp_▁de} {feats_Gender=Masc} {pos_NOUN}	0	110	1551	3493	48978	-50.674955217373174
{5,26} {5} {5,26}	[{26, 5}, {5}, {26, 5}]	{feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	0	110	1553	3493	48978	-50.741405762422886
{24} {4} {92}	[{24}, {4}, {92}]	{pos_DET} {feats_Gender=Masc} {feats_Number=Plur}	0	110	1554	3493	48978	-50.77463212698675
{5,26} {5,26} {105}	[{26, 5}, {26, 5}, {105}]	{feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing,feats_Gender=Fem} {pos_PUNCT}	0	110	1555	3493	48978	-50.80785921979571
{5} {3} {18} {5,26}	[{5}, {3}, {18}, {26, 5}]	{feats_Number=Sing} {pos_NOUN} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem}	0	111	1557	3493	48978	-50.874315589794996
{3} {18} {5,26} {5,26}	[{3}, {18}, {26, 5}, {26, 5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing,feats_Gender=Fem}	0	111	1560	3493	48978	-50.974005606480446
{26} {5,26} {105}	[{26}, {26, 5}, {105}]	{feats_Gender=Fem} {feats_Number=Sing,feats_Gender=Fem} {pos_PUNCT}	0	111	1564	3493	48978	-51.10693582529659
{3} {18} {26} {5,26}	[{3}, {18}, {26}, {26, 5}]	{pos_NOUN} {pos_ADP} {feats_Gender=Fem} {feats_Number=Sing,feats_Gender=Fem}	0	111	1565	3493	48978	-51.14017020103679
{3,5} {18} {5,24} {3,5,26}	[{3, 5}, {18}, {24, 5}, {26, 3, 5}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	0	111	1565	3493	48978	-51.14017020103679
{26} {5} {5,26}	[{26}, {5}, {26, 5}]	{feats_Gender=Fem} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	0	111	1566	3493	48978	-51.17340530524959
{4,92} {18} {5}	[{4, 92}, {18}, {5}]	{feats_Gender=Masc,feats_Number=Plur} {pos_ADP} {feats_Number=Sing}	0	111	1568	3493	48978	-51.23987769916885
{3,4} {18} {3,5}	[{3, 4}, {18}, {3, 5}]	{pos_NOUN,feats_Gender=Masc} {pos_ADP} {pos_NOUN,feats_Number=Sing}	0	111	1569	3493	48978	-51.27311498902699
{5,26} {26} {105}	[{26, 5}, {26}, {105}]	{feats_Number=Sing,feats_Gender=Fem} {feats_Gender=Fem} {pos_PUNCT}	0	112	1570	3493	48978	-51.30635300743357
{5} {5} {18} {24,27} {3,26}	[{5}, {5}, {18}, {24, 27}, {26, 3}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem}	0	112	1573	3493	48978	-51.406071434575956
{4,5} {18} {5,24,27} {5}	[{4, 5}, {18}, {24, 27, 5}, {5}]	{feats_Gender=Masc,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	0	112	1576	3493	48978	-51.5057964202975
{5,26} {5} {26}	[{26, 5}, {5}, {26}]	{feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing} {feats_Gender=Fem}	0	112	1576	3493	48978	-51.5057964202975
{4,5} {18} {24,27} {5}	[{4, 5}, {18}, {24, 27}, {5}]	{feats_Gender=Masc,feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art} {feats_Number=Sing}	0	112	1577	3493	48978	-51.53903953983243
{5,23,24,25,27} {3,5} {105}	[{5, 23, 24, 25, 27}, {3, 5}, {105}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {pos_PUNCT}	0	112	1580	3493	48978	-51.6387732716744
{24} {3} {18} {23,24,25,27} {3}	[{24}, {3}, {18}, {24, 25, 27, 23}, {3}]	{pos_DET} {pos_NOUN} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	0	112	1583	3493	48978	-51.738513564067304
{3,26} {18} {5,26}	[{26, 3}, {18}, {26, 5}]	{pos_NOUN,feats_Gender=Fem} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem}	0	113	1584	3493	48978	-51.77176178624735
{3} {18} {5,26} {26}	[{3}, {18}, {26, 5}, {26}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem} {feats_Gender=Fem}	0	113	1584	3493	48978	-51.77176178624735
{24} {3} {17,18} {24} {3}	[{24}, {3}, {17, 18}, {24}, {3}]	{pos_DET} {pos_NOUN} {lemma_de,pos_ADP} {pos_DET} {pos_NOUN}	0	113	1586	3493	48978	-51.8382604179212
{4,5} {18} {5,24,27}	[{4, 5}, {18}, {24, 27, 5}]	{feats_Gender=Masc,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art}	0	113	1586	3493	48978	-51.8382604179212
{5,24} {3} {18} {5,24} {5}	[{24, 5}, {3}, {18}, {24, 5}, {5}]	{feats_Number=Sing,pos_DET} {pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	0	113	1588	3493	48978	-51.90476196611452
{5,24,27} {3,5,26} {5}	[{24, 27, 5}, {26, 3, 5}, {5}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing}	0	113	1589	3493	48978	-51.938013834019735
{26} {5} {26}	[{26}, {5}, {26}]	{feats_Gender=Fem} {feats_Number=Sing} {feats_Gender=Fem}	0	113	1590	3493	48978	-51.97126643118122
{18} {24} {3} {18} {26}	[{18}, {24}, {3}, {18}, {26}]	{pos_ADP} {pos_DET} {pos_NOUN} {pos_ADP} {feats_Gender=Fem}	0	114	1600	3493	48978	-52.30383251800813
{23,24,25,27} {3} {18} {5,24} {3,5}	[{24, 25, 27, 23}, {3}, {18}, {24, 5}, {3, 5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing}	0	114	1601	3493	48978	-52.337093138859174
{4,5,24,27} {5} {4}	[{24, 27, 4, 5}, {5}, {4}]	{feats_Gender=Masc,feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {feats_Gender=Masc}	0	114	1602	3493	48978	-52.370354489421516
{5} {5,26} {17,18,730}	[{5}, {26, 5}, {17, 18, 730}]	{feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem} {lemma_de,pos_ADP,wp_▁de}	0	114	1602	3493	48978	-52.370354489421516
{92} {18} {5,26}	[{92}, {18}, {26, 5}]	{feats_Number=Plur} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem}	0	114	1603	3493	48978	-52.40361656959403
{23,24,25,27} {3} {18} {5,24} {3}	[{24, 25, 27, 23}, {3}, {18}, {24, 5}, {3}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN}	0	114	1603	3493	48978	-52.40361656959403
{5} {5,26} {730}	[{5}, {26, 5}, {730}]	{feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem} {wp_▁de}	0	114	1604	3493	48978	-52.436879379452556
{18} {24} {3} {17,18,728,730} {5}	[{18}, {24}, {3}, {728, 17, 18, 730}, {5}]	{pos_ADP} {pos_DET} {pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing}	0	114	1604	3493	48978	-52.436879379452556
{4} {3} {17,18}	[{4}, {3}, {17, 18}]	{feats_Gender=Masc} {pos_NOUN} {lemma_de,pos_ADP}	0	114	1605	3493	48978	-52.47014291909821
{18} {24} {3} {17,18,730} {5}	[{18}, {24}, {3}, {17, 18, 730}, {5}]	{pos_ADP} {pos_DET} {pos_NOUN} {lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing}	0	114	1606	3493	48978	-52.50340718842987
{18,692,695} {5,23,24,25,27} {3,5}	[{18, 692, 695}, {5, 23, 24, 25, 27}, {3, 5}]	{pos_ADP,lemma_à,wp_▁à} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	0	114	1610	3493	48978	-52.636471564032284
